Destination_IP,Destination_Port
192.168.10.8,36721
192.168.10.17,44142
192.168.10.15,59711
192.168.10.17,48738
192.168.10.17,56986
23.46.185.23,80
69.147.83.93,443
192.168.10.17,37051
192.168.10.17,37046
192.168.10.8,2429
192.168.10.8,2431
204.93.43.26,80
192.168.10.8,2452
192.168.10.17,37373
192.168.10.17,37372
192.168.10.17,60564
74.217.63.16,80
192.168.10.5,56718
192.168.10.17,46734
192.168.10.17,39590
192.168.10.17,60556
192.168.10.17,46748
192.168.10.17,39982
192.168.10.8,2445
192.168.10.8,2453
192.168.10.17,60479
192.168.10.17,60476
192.168.10.17,60477
192.168.10.17,48732
192.168.10.17,60642
192.168.10.17,60806
192.168.10.17,38104
192.168.10.17,56987
192.168.10.17,59191
192.168.10.17,59190
192.168.10.17,59189
192.168.10.17,40019
192.168.10.17,40524
192.168.10.19,51542
192.168.10.8,2468
192.168.10.8,2461
192.168.10.17,40034
192.168.10.8,2463
192.168.10.8,2450
192.168.10.8,2479
192.168.10.8,2480
192.168.10.8,2471
192.168.10.8,2433
192.168.10.8,2474
192.168.10.8,2475
192.168.10.8,2434
192.168.10.5,56719
192.168.10.8,2454
192.168.10.19,37826
192.168.10.19,34732
192.168.10.19,37827
192.168.10.19,57707
192.168.10.19,52562
192.168.10.8,2492
192.168.10.8,2491
192.168.10.16,59210
192.168.10.16,39222
192.168.10.16,38742
192.168.10.12,43380
192.168.10.12,54158
192.168.10.12,42622
192.168.10.12,43744
192.168.10.12,48816
192.168.10.16,34380
192.168.10.12,43464
192.168.10.16,34382
50.23.65.35,443
192.168.10.8,61350
0.40.136.0,0
0.44.18.113,0
23.195.252.15,443
192.168.10.17,58514
192.168.10.8,2630
192.168.10.17,37512
192.168.10.17,37523
192.168.10.17,37522
192.168.10.17,39384
192.168.10.8,2631
192.168.10.8,2629
192.168.10.8,2477
192.168.10.8,39689
192.168.10.12,39689
192.168.10.8,47960
192.168.10.8,2635
192.168.10.8,2634
192.168.10.8,2633
192.168.10.8,2636
173.194.8.47,443
23.195.253.201,443
192.168.10.8,2653
192.168.10.8,2682
192.168.10.8,2683
192.168.10.8,2686
192.168.10.8,2685
192.168.10.8,2684
23.36.33.68,443
104.79.137.177,443
54.192.48.216,443
192.168.10.8,2656
192.168.10.8,2726
192.168.10.8,2724
54.230.51.246,443
192.168.10.8,2719
192.168.10.17,57539
54.230.51.242,443
54.192.48.49,443
54.230.51.133,443
192.168.10.8,2651
192.168.10.8,2782
192.168.10.8,2677
192.168.10.8,2663
192.168.10.8,2666
192.168.10.8,2660
23.21.57.182,443
192.168.10.8,2674
192.168.10.8,2659
192.168.10.8,2673
192.168.10.8,2668
192.168.10.8,2718
192.168.10.8,2700
192.168.10.8,2694
192.168.10.8,2704
192.168.10.8,2708
192.168.10.8,2720
192.168.10.8,2703
192.168.10.8,2843
192.168.10.50,16526
192.168.10.51,42241
192.168.10.51,57935
54.230.49.147,443
23.23.150.254,443
192.168.10.8,2731
192.168.10.8,2730
192.168.10.8,2691
192.168.10.8,2693
192.168.10.8,2716
192.168.10.8,2692
192.168.10.8,2735
54.192.48.219,443
54.172.233.223,443
192.168.10.17,55013
192.168.10.8,2742
192.168.10.8,2744
192.168.10.8,2746
192.168.10.8,2862
192.168.10.8,2861
192.168.10.8,2748
192.168.10.8,2750
192.168.10.8,2755
192.168.10.8,2754
192.168.10.8,2785
192.168.10.8,2781
192.168.10.8,2762
192.168.10.8,2878
192.168.10.8,2877
192.168.10.8,2876
192.168.10.8,2764
192.168.10.8,2814
192.168.10.8,2815
192.168.10.8,2817
192.168.10.8,2798
192.168.10.8,2816
192.168.10.8,2794
192.168.10.8,2803
192.168.10.8,2801
192.168.10.8,2795
192.168.10.8,2806
192.168.10.8,2805
192.168.10.8,2807
192.168.10.8,2797
192.168.10.8,2839
192.168.10.8,2829
192.168.10.8,2822
192.168.10.8,2835
192.168.10.8,2828
192.168.10.8,2841
192.168.10.8,2847
192.168.10.8,2851
192.168.10.8,2845
192.168.10.8,2855
192.168.10.8,2864
192.168.10.8,2870
192.168.10.8,2872
192.168.10.8,2779
192.168.10.8,2765
192.168.10.8,2763
192.168.10.8,2883
192.168.10.8,2702
192.168.10.9,8726
192.168.10.8,2695
192.168.10.8,2780
54.192.48.78,80
54.192.48.82,80
54.230.51.172,80
192.168.10.19,51417
192.168.10.19,35566
192.168.10.19,56930
158.69.117.41,80
63.238.216.16,80
192.168.10.19,53604
52.216.32.32,80
192.168.10.19,48403
192.168.10.19,53903
192.168.10.19,33701
192.168.10.15,59714
192.168.10.19,44876
192.168.10.8,2888
192.168.10.8,2849
192.168.10.19,51084
192.168.10.19,54275
192.168.10.8,2885
192.168.10.19,44880
192.168.10.8,2884
192.168.10.19,47704
192.168.10.19,47705
192.168.10.19,40010
192.168.10.19,52146
192.168.10.19,54743
0.44.130.80,0
0.44.45.88,0
192.168.10.19,51511
192.168.10.19,38421
192.168.10.19,49572
192.168.10.19,50769
192.168.10.19,51993
192.168.10.19,51810
192.168.10.19,34388
192.168.10.19,36694
192.168.10.19,36693
192.168.10.19,41248
192.168.10.8,2893
192.168.10.8,2900
192.168.10.8,2896
192.168.10.8,2901
192.168.10.8,2894
192.168.10.8,2895
192.168.10.8,2892
192.168.10.8,2903
192.168.10.19,42578
192.168.10.19,52593
192.168.10.8,2898
192.168.10.19,42825
192.168.10.8,2908
192.168.10.8,2916
192.168.10.8,2911
192.168.10.19,44319
192.168.10.8,2912
192.168.10.8,2887
192.168.10.8,2886
52.212.239.19,443
192.168.10.51,49741
35.185.16.183,443
192.168.10.8,2918
192.168.10.8,2917
192.168.10.14,31174
192.168.10.51,45924
192.168.10.14,30723
192.168.10.51,51362
192.168.10.19,45370
192.168.10.51,57206
192.168.10.51,37902
192.168.10.14,43164
192.168.10.51,38858
192.168.10.51,41539
192.168.10.51,56163
192.168.10.14,33330
192.168.10.51,56164
192.168.10.8,2914
192.168.10.8,2902
192.168.10.51,47609
192.168.10.51,59571
192.168.10.51,60566
192.168.10.51,60581
192.168.10.8,2919
192.168.10.17,41102
192.168.10.8,2920
192.168.10.17,39960
192.168.10.17,37047
192.168.10.17,37050
192.168.10.17,46795
192.168.10.17,60553
192.168.10.17,39968
192.168.10.17,39969
192.168.10.8,2679
192.168.10.8,2662
192.168.10.17,47230
192.168.10.17,38493
192.168.10.17,59163
192.168.10.17,57807
192.168.10.17,60805
192.168.10.17,40022
192.168.10.17,40027
192.168.10.17,35824
192.168.10.8,2733
192.168.10.17,46798
192.168.10.8,2706
192.168.10.8,2705
192.168.10.8,2678
192.168.10.8,2690
192.168.10.8,2751
192.168.10.17,59183
104.196.117.232,443
192.168.10.8,2796
192.168.10.8,2757
192.168.10.8,2766
192.168.10.8,2808
192.168.10.8,2783
192.168.10.8,2761
192.168.10.8,2650
192.168.10.8,2760
192.168.10.8,2799
192.168.10.8,2758
192.168.10.8,2937
192.168.10.8,2936
72.249.192.50,80
192.168.10.17,59185
192.168.10.8,2924
192.168.10.8,2923
192.168.10.8,2868
192.168.10.17,59184
192.168.10.17,38101
192.168.10.8,2939
192.168.10.8,2925
192.168.10.15,40797
192.168.10.15,33202
192.168.10.8,2932
192.168.10.8,2933
192.168.10.8,2934
192.168.10.15,31081
192.168.10.15,35623
192.168.10.8,2922
192.168.10.8,2935
192.168.10.17,38098
192.168.10.8,38739
0.40.212.136,0
192.168.10.17,36601
192.168.10.8,2941
192.168.10.8,2942
192.168.10.8,2940
192.168.10.8,39144
192.168.10.8,61958
192.168.10.8,2949
192.168.10.8,2948
192.168.10.8,2950
192.168.10.8,2791
192.168.10.8,2951
192.168.10.8,2909
192.168.10.8,2848
192.168.10.19,43331
192.168.10.8,2823
192.168.10.8,2962
192.168.10.16,39718
192.168.10.50,8505
192.168.10.8,2982
192.168.10.8,2996
192.168.10.8,2999
192.168.10.8,3004
192.168.10.8,3001
192.168.10.8,2995
54.88.230.78,443
192.168.10.8,2946
192.168.10.8,2945
74.125.3.124,443
192.168.10.17,39967
192.168.10.8,3013
192.168.10.8,3007
192.168.10.17,59307
192.168.10.17,37508
192.168.10.17,46893
192.168.10.17,60723
192.168.10.8,3015
192.168.10.8,2955
192.168.10.8,2964
192.168.10.17,51271
192.168.10.8,2973
192.168.10.17,40311
192.168.10.17,59306
192.168.10.8,2968
192.168.10.17,38153
192.168.10.17,38154
192.168.10.8,2974
192.168.10.8,2977
192.168.10.17,42368
192.168.10.17,41538
192.168.10.8,3003
192.168.10.8,3000
192.168.10.8,2981
192.168.10.8,2993
192.168.10.8,2987
192.168.10.8,3005
185.14.169.119,443
192.168.10.8,2991
192.168.10.8,2989
192.168.10.8,3006
192.168.10.8,2988
192.168.10.17,40013
192.168.10.8,2944
192.168.10.8,2943
192.168.10.8,3012
192.168.10.8,3011
192.168.10.16,42992
192.168.10.15,59725
192.168.10.15,59727
192.168.10.51,32858
192.168.10.51,34580
192.168.10.51,32857
192.168.10.51,32842
192.168.10.51,51237
192.168.10.15,59726
192.168.10.15,59729
192.168.10.15,59716
192.168.10.3,60457
192.168.10.51,33890
192.168.10.15,59721
192.168.10.15,59722
192.168.10.15,59723
192.168.10.15,59724
192.168.10.51,56638
192.168.10.8,2642
192.168.10.8,2640
192.168.10.8,2643
192.168.10.8,2641
192.168.10.15,59741
192.168.10.8,2715
192.168.10.8,2667
192.168.10.8,2665
192.168.10.8,2687
192.168.10.8,2717
192.168.10.8,2689
192.168.10.8,2707
192.168.10.8,2728
192.168.10.8,2654
192.168.10.8,2680
192.168.10.8,2741
192.168.10.8,2729
192.168.10.8,2745
192.168.10.8,2740
192.168.10.8,2749
192.168.10.8,2696
192.168.10.8,2699
192.168.10.8,2698
192.168.10.8,2697
192.168.10.8,2639
192.168.10.8,2786
192.168.10.8,2811
192.168.10.8,2810
192.168.10.8,2804
192.168.10.8,2769
192.168.10.8,2770
192.168.10.8,2809
192.168.10.8,2788
192.168.10.8,2688
192.168.10.8,2802
192.168.10.8,2833
192.168.10.17,44143
192.168.10.8,2827
192.168.10.8,2826
192.168.10.8,2832
192.168.10.8,2830
192.168.10.8,2831
192.168.10.8,2852
192.168.10.8,2850
192.168.10.19,40494
192.168.10.19,45689
192.168.10.19,59055
192.168.10.19,59061
192.168.10.19,59062
192.168.10.19,41247
192.168.10.19,51567
192.168.10.19,48181
192.168.10.19,48404
192.168.10.19,47669
192.168.10.19,54742
192.168.10.19,35400
192.168.10.19,42577
192.168.10.19,51083
192.168.10.19,42653
192.168.10.8,2825
192.168.10.19,54303
192.168.10.19,39420
192.168.10.19,35564
192.168.10.19,35565
192.168.10.19,59049
192.168.10.19,59043
192.168.10.19,59051
192.168.10.8,2871
192.168.10.8,2865
192.168.10.8,2840
192.168.10.8,2638
54.231.40.219,443
192.168.10.8,2869
192.168.10.8,2881
192.168.10.8,2820
192.168.10.15,59732
192.168.10.5,56688
192.168.10.8,3018
192.168.10.8,3009
192.168.10.8,3010
192.168.10.8,3008
192.168.10.8,3019
192.168.10.5,56721
192.168.10.8,3024
192.168.10.8,3026
192.168.10.8,3023
192.168.10.8,3027
192.168.10.9,8737
192.168.10.8,3017
192.168.10.8,65226
0.40.250.89,0
192.168.10.8,3021
192.168.10.8,3025
192.168.10.8,3029
192.168.10.8,3028
192.168.10.17,36817
192.168.10.51,60918
192.168.10.8,3030
192.168.10.8,36817
192.168.10.8,48498
192.168.10.8,3034
192.168.10.8,3033
192.168.10.8,3032
192.168.10.8,2844
192.168.10.8,2645
192.168.10.8,2644
192.168.10.8,3035
192.168.10.8,2866
192.168.10.8,2863
192.168.10.8,2854
192.168.10.8,2853
192.168.10.8,2891
192.168.10.16,49428
192.168.10.8,2915
192.168.10.3,60462
54.243.126.253,443
54.221.218.59,443
192.168.10.8,3040
52.84.28.112,443
192.168.10.8,3044
192.168.10.8,3064
192.168.10.8,3057
192.168.10.16,45626
192.168.10.8,3037
192.168.10.8,3038
192.168.10.16,47356
192.168.10.8,2976
192.168.10.16,41876
192.168.10.8,2985
192.168.10.8,2986
192.168.10.8,2994
192.168.10.8,3041
192.168.10.51,45922
192.168.10.51,45640
192.168.10.8,3046
192.168.10.8,3042
192.168.10.8,3061
192.168.10.8,3048
192.168.10.8,3056
192.168.10.8,3052
192.168.10.8,3051
192.168.10.8,3049
192.168.10.8,3054
192.168.10.8,3050
192.168.10.8,3045
192.168.10.51,42956
192.168.10.8,3060
192.168.10.8,3053
192.168.10.51,51360
192.168.10.51,59459
192.168.10.51,59458
192.168.10.8,3066
192.168.10.8,3062
54.192.48.41,443
192.168.10.51,57828
192.168.10.51,56161
192.168.10.51,54893
192.168.10.51,35855
192.168.10.51,38841
192.168.10.51,53098
192.168.10.51,38857
192.168.10.51,50672
192.168.10.51,50536
192.168.10.8,3036
192.168.10.8,3039
192.168.10.51,41534
192.168.10.51,50681
192.168.10.19,50662
192.168.10.19,48074
192.168.10.8,3058
192.168.10.8,3063
192.168.10.8,2874
192.168.10.8,2664
192.168.10.8,2723
192.168.10.8,2681
192.168.10.17,57551
192.168.10.17,51132
192.168.10.8,2938
192.168.10.8,2727
192.168.10.50,33426
192.168.10.8,2725
192.168.10.8,2818
54.231.113.195,443
192.168.10.8,3047
192.168.10.8,3043
192.168.10.8,2842
192.168.10.8,2646
192.168.10.8,3069
192.168.10.8,3068
192.168.10.8,2739
192.168.10.8,2637
192.168.10.8,3072
192.168.10.8,3074
192.168.10.8,3075
192.168.10.8,3073
192.168.10.8,3077
192.168.10.8,3080
192.168.10.17,51367
192.168.10.8,3078
0.40.198.221,0
192.168.10.50,12995
192.168.10.17,46426
192.168.10.17,42677
192.168.10.8,3070
192.168.10.8,3071
192.168.10.8,3084
192.168.10.9,8732
192.168.10.8,2836
112.175.239.12,80
192.168.10.8,3079
192.168.10.8,3081
74.125.103.7,443
35.185.124.32,443
192.168.10.8,3083
192.168.10.8,3086
192.168.10.8,44646
192.168.10.8,3089
192.168.10.8,3090
192.168.10.8,3088
192.168.10.19,57366
192.168.10.8,3091
192.168.10.16,41844
192.168.10.16,45840
192.168.10.16,46652
192.168.10.8,2658
192.168.10.8,3092
192.168.10.8,3093
192.168.10.8,2970
192.168.10.8,3094
192.168.10.8,2965
192.168.10.8,2980
192.168.10.8,2978
116.55.241.203,443
192.168.10.8,2647
192.168.10.8,2979
192.168.10.8,2824
192.168.10.16,44520
192.168.10.8,2790
192.168.10.8,2652
192.168.10.8,2789
192.168.10.8,2967
192.168.10.8,2963
54.192.48.142,443
192.168.10.8,2879
192.168.10.8,2819
192.168.10.8,3098
192.168.10.8,3097
192.168.10.8,3099
192.168.10.8,3101
192.168.10.8,3102
192.168.10.8,3108
192.168.10.8,3106
192.168.10.8,3107
192.168.10.8,3119
192.168.10.8,3103
192.168.10.8,3109
192.168.10.8,3105
192.168.10.8,3118
192.168.10.8,3112
192.168.10.8,3117
192.168.10.8,3111
192.168.10.8,3095
192.168.10.8,3096
192.168.10.51,34763
54.230.51.12,80
192.168.10.19,48077
192.168.10.51,36472
52.216.16.43,443
192.168.10.8,3115
192.168.10.15,59792
192.168.10.8,3120
192.168.10.15,59775
192.168.10.8,3151
192.168.10.8,3144
192.168.10.8,3145
192.168.10.15,59785
192.168.10.8,3155
192.168.10.8,3156
192.168.10.8,3152
192.168.10.8,3143
192.168.10.8,3142
192.168.10.15,59748
192.168.10.8,3157
192.168.10.15,59790
192.168.10.8,3158
192.168.10.15,59802
192.168.10.15,59803
192.168.10.8,3150
192.168.10.50,61879
192.168.10.8,3147
192.168.10.17,41935
192.168.10.17,37412
192.168.10.17,57433
192.168.10.17,43445
192.168.10.17,51366
192.168.10.8,2465
192.168.10.8,54031
192.168.10.8,3100
192.168.10.8,3104
192.168.10.51,60922
0.40.95.32,0
192.168.10.8,3082
192.168.10.25,34417
192.168.10.8,34417
192.168.10.8,3161
0.40.250.67,0
192.168.10.8,3164
192.168.10.8,3162
207.123.46.253,443
192.168.10.8,3163
192.168.10.8,3165
192.168.10.8,35295
192.168.10.50,35295
192.168.10.16,41874
192.168.10.8,3168
192.168.10.8,3166
192.168.10.8,3167
192.168.10.8,3173
192.168.10.8,3171
192.168.10.8,3172
192.168.10.8,3176
192.168.10.8,3174
192.168.10.8,3175
192.168.10.8,3183
192.168.10.8,3178
192.168.10.8,3181
192.168.10.8,3182
192.168.10.8,3170
192.168.10.8,3185
192.168.10.8,3184
192.168.10.8,3180
192.168.10.8,3187
192.168.10.8,3188
192.168.10.8,3190
192.168.10.8,3195
192.168.10.8,3197
192.168.10.8,3199
192.168.10.8,3193
192.168.10.8,3179
192.168.10.8,3186
192.168.10.8,3189
192.168.10.8,3191
192.168.10.8,3194
192.168.10.50,39008
192.168.10.8,3201
192.168.10.8,3203
192.168.10.8,3204
192.168.10.8,3055
192.168.10.8,3205
192.168.10.8,3207
192.168.10.8,3206
192.168.10.8,3200
192.168.10.8,3198
192.168.10.8,3169
192.168.10.8,3202
192.168.10.8,3208
54.192.130.140,80
192.168.10.5,56775
192.168.10.51,48992
192.168.10.8,3209
192.168.10.8,3210
192.168.10.8,2709
192.168.10.8,2711
192.168.10.8,2714
192.168.10.8,2713
72.246.45.16,80
192.168.10.8,2712
192.168.10.8,2710
192.168.10.8,2890
192.168.10.8,3065
192.168.10.8,3211
192.168.10.19,52589
192.168.10.5,56784
192.168.10.19,34117
192.168.10.19,34590
192.168.10.19,38552
192.168.10.19,50663
192.168.10.19,34594
192.168.10.19,38551
192.168.10.19,50012
192.168.10.19,34593
192.168.10.19,38550
192.168.10.19,45246
192.168.10.19,38548
192.168.10.19,45245
192.168.10.19,34592
192.168.10.19,44600
192.168.10.19,35135
192.168.10.5,56839
192.168.10.5,56850
4.26.251.254,443
104.17.146.111,443
192.168.10.15,59795
192.168.10.19,44265
192.168.10.19,43259
74.125.1.105,443
192.168.10.8,2875
192.168.10.8,2966
192.168.10.8,2743
8.26.204.126,443
192.168.10.8,43216
0.44.15.174,0
0.40.189.162,0
192.168.10.8,37912
0.44.125.109,0
0.44.161.175,0
34.202.3.68,80
192.168.10.16,60828
192.168.10.16,60880
192.168.10.8,3213
192.168.10.8,3215
192.168.10.5,33010
192.168.10.5,39091
192.168.10.16,54768
192.168.10.8,2771
192.168.10.8,2767
192.168.10.8,2772
192.168.10.8,2889
192.168.10.16,40380
192.168.10.8,2701
192.168.10.8,3113
192.168.10.8,2897
192.168.10.12,46668
192.168.10.12,58326
192.168.10.12,58328
192.168.10.12,58330
184.28.168.186,443
23.208.70.148,443
54.192.48.123,443
23.11.97.104,443
192.168.10.12,58396
192.168.10.12,45658
192.168.10.12,58394
104.152.141.99,443
52.71.219.68,443
104.88.82.15,443
23.194.216.39,443
52.84.26.78,443
52.85.95.190,443
54.192.48.135,443
192.168.10.12,59942
192.168.10.12,47122
192.168.10.12,47138
192.168.10.12,48202
34.200.62.110,443
192.168.10.12,35336
192.168.10.16,47784
192.168.10.12,59988
192.168.10.12,48512
192.168.10.12,53234
192.168.10.12,35184
192.168.10.12,56786
192.168.10.12,36374
192.168.10.12,43556
192.168.10.12,35110
192.168.10.12,53236
192.168.10.19,41404
192.168.10.8,3149
192.168.10.8,3137
192.168.10.8,3114
192.168.10.8,3148
192.168.10.19,34207
192.168.10.15,59794
192.168.10.8,2846
192.168.10.8,2857
192.168.10.51,60929
192.168.10.51,38819
192.168.10.16,38680
192.168.10.8,3214
52.218.49.100,443
169.54.33.146,80
192.168.10.17,56631
192.168.10.17,35147
192.168.10.17,49625
192.168.10.17,49626
192.168.10.17,49631
192.168.10.17,49632
192.168.10.17,38771
192.168.10.12,47322
192.168.10.12,36868
192.168.10.8,2800
192.168.10.8,2907
192.168.10.8,2905
192.168.10.8,3110
192.168.10.12,48074
192.168.10.12,48200
192.168.10.12,48076
192.168.10.12,44662
192.168.10.8,2657
192.168.10.5,56749
192.168.10.8,3159
192.168.10.8,2867
192.168.10.8,3154
192.168.10.8,3153
192.168.10.50,6598
192.168.10.51,38691
192.168.10.50,10059
23.206.192.135,443
54.230.51.253,443
52.84.40.27,443
192.168.10.8,3274
192.168.10.8,3277
192.168.10.8,3284
23.21.200.21,443
192.168.10.8,3290
192.168.10.8,3307
192.168.10.8,3303
192.168.10.8,3293
192.168.10.8,3304
192.168.10.8,3299
192.168.10.8,3312
192.168.10.8,3308
192.168.10.8,3319
192.168.10.8,3322
192.168.10.8,3331
192.168.10.8,3328
192.168.10.8,3348
192.168.10.8,3351
192.168.10.8,3350
192.168.10.8,3337
192.168.10.8,3340
54.230.51.168,443
192.168.10.8,3360
192.168.10.8,3369
192.168.10.8,3361
192.168.10.8,3362
192.168.10.8,3370
192.168.10.8,3371
192.168.10.8,3372
192.168.10.8,3359
151.101.117.244,443
192.168.10.8,60467
192.168.10.8,3358
192.168.10.8,3357
0.44.30.172,0
192.168.10.15,59830
192.168.10.15,59832
192.168.10.15,59828
192.168.10.15,59853
192.168.10.8,3380
192.168.10.8,3379
192.168.10.15,59861
192.168.10.15,59864
192.168.10.8,60468
0.44.150.34,0
192.168.10.15,59829
0.40.46.204,0
66.150.48.40,443
192.168.10.15,59868
192.168.10.8,3394
192.168.10.8,3393
192.168.10.8,3385
192.168.10.8,3387
192.168.10.15,59886
192.168.10.15,59887
192.168.10.15,59885
192.168.10.15,59883
192.168.10.15,59884
192.168.10.15,59882
192.168.10.15,59906
192.168.10.15,59903
52.84.26.50,443
192.168.10.15,59902
192.168.10.15,59909
192.168.10.8,3410
192.168.10.8,3408
192.168.10.8,3404
192.168.10.8,3411
192.168.10.8,3407
192.168.10.8,3400
192.168.10.8,3406
192.168.10.8,3403
192.168.10.8,3399
192.168.10.8,3355
192.168.10.15,59826
192.168.10.8,3354
192.168.10.8,3368
192.168.10.15,59838
192.168.10.15,59877
192.168.10.15,59878
192.168.10.15,59899
192.168.10.15,59905
192.168.10.15,59894
192.168.10.15,59890
192.168.10.15,59908
192.168.10.15,59916
192.168.10.15,59915
192.168.10.15,59938
192.168.10.15,59925
192.168.10.15,59943
192.168.10.8,3324
52.72.100.70,443
192.168.10.8,3413
192.168.10.8,3412
192.168.10.8,3417
192.168.10.8,3415
192.168.10.8,3421
192.168.10.8,3422
192.168.10.15,59981
66.150.48.58,443
192.168.10.8,3266
192.168.10.8,3265
192.168.10.15,60009
192.168.10.15,59933
192.168.10.50,49582
14.0.67.89,80
192.168.10.15,60001
192.168.10.15,59950
192.168.10.15,59944
192.168.10.15,59958
192.168.10.15,59949
192.168.10.15,59935
192.168.10.8,3374
192.168.10.8,3418
192.168.10.8,3419
192.168.10.8,3420
192.168.10.8,3416
192.168.10.12,38972
101.79.212.98,80
192.168.10.15,59988
192.168.10.15,59987
192.168.10.15,60000
192.168.10.12,46986
192.168.10.12,58142
192.168.10.12,59986
192.168.10.15,60006
192.168.10.15,60008
192.168.10.15,60014
192.168.10.15,60016
192.168.10.12,47634
192.168.10.12,52676
192.168.10.15,60011
192.168.10.5,56875
192.168.10.15,60050
192.168.10.15,60051
192.168.10.51,60937
192.168.10.8,3424
192.168.10.8,3425
192.168.10.8,3426
192.168.10.12,47632
192.168.10.8,3423
192.168.10.12,34782
192.168.10.12,34776
192.168.10.12,39844
192.168.10.15,60060
192.168.10.8,3430
192.168.10.8,3388
192.168.10.8,3427
192.168.10.8,3428
192.168.10.8,3429
192.168.10.8,3377
52.23.253.184,443
184.28.168.145,443
192.168.10.8,3444
192.168.10.8,3445
192.168.10.8,3446
192.168.10.8,3449
192.168.10.8,3447
192.168.10.8,3450
192.168.10.8,3448
192.168.10.8,3451
192.168.10.8,3454
184.28.168.145,80
192.168.10.8,3431
192.168.10.8,3432
192.168.10.8,3433
192.168.10.8,3434
34.194.85.81,80
74.217.63.51,80
208.101.15.37,80
192.168.10.8,3460
192.168.10.8,3513
192.168.10.8,3545
192.168.10.8,3542
192.168.10.8,3546
50.22.46.104,80
192.168.10.8,3455
192.168.10.8,3452
192.168.10.8,3453
192.168.10.8,3469
54.243.37.122,443
192.168.10.8,3459
192.168.10.8,3467
192.168.10.8,3463
192.168.10.8,3503
54.231.98.80,443
192.168.10.8,3517
192.168.10.8,3480
192.168.10.8,3482
192.168.10.8,3481
192.168.10.8,3474
192.168.10.8,3491
192.168.10.8,3472
192.168.10.8,3552
192.168.10.8,3528
192.168.10.8,3530
192.168.10.8,3554
192.168.10.8,3540
192.168.10.8,3551
192.168.10.8,3549
192.168.10.8,3527
192.168.10.8,3553
192.168.10.8,3560
192.168.10.8,3561
192.168.10.8,3564
192.168.10.8,3556
192.168.10.8,3557
192.168.10.8,3577
192.168.10.8,3576
192.168.10.8,3582
192.168.10.8,3596
192.168.10.8,3594
192.168.10.8,3595
192.168.10.8,3597
192.168.10.8,3583
192.168.10.8,3600
192.168.10.8,3608
192.168.10.8,3609
192.168.10.8,3601
192.168.10.8,3525
192.168.10.8,3568
192.168.10.8,3567
192.168.10.8,3569
192.168.10.8,3508
192.168.10.8,3570
192.168.10.8,3606
192.168.10.8,3613
192.168.10.8,3563
192.168.10.8,3562
192.168.10.8,3612
192.168.10.8,3611
192.168.10.8,3616
192.168.10.8,3615
192.168.10.8,3617
192.168.10.8,3618
192.168.10.8,3548
192.168.10.8,3329
192.168.10.8,3305
192.168.10.8,3330
192.168.10.8,3607
192.168.10.8,3353
192.168.10.8,3621
192.168.10.8,3298
192.168.10.8,3622
192.168.10.8,3344
192.168.10.8,3623
192.168.10.8,3343
192.168.10.8,3620
192.168.10.8,3614
192.168.10.8,3375
192.168.10.8,3296
192.168.10.8,3297
192.168.10.8,3628
192.168.10.8,3627
192.168.10.8,3630
192.168.10.8,3629
192.168.10.8,35046
192.168.10.8,3631
192.168.10.8,3625
192.168.10.9,40073
192.168.10.8,3373
192.168.10.8,35045
192.168.10.8,3626
192.168.10.8,40073
192.168.10.8,35050
192.168.10.15,60072
192.168.10.15,59912
192.168.10.8,3593
192.168.10.8,3602
192.168.10.15,59942
192.168.10.15,59939
192.168.10.17,51105
192.168.10.50,63801
192.168.10.16,55894
23.23.156.209,443
192.168.10.17,45040
192.168.10.17,42890
192.168.10.17,45050
192.168.10.17,45054
192.168.10.17,45053
192.168.10.17,45039
192.168.10.17,45051
192.168.10.17,45048
192.168.10.17,54344
192.168.10.17,56630
192.168.10.17,37043
192.168.10.17,35124
52.84.26.130,443
192.168.10.15,60015
192.168.10.8,3643
192.168.10.8,3642
192.168.10.15,59937
192.168.10.50,35897
192.168.10.8,3646
192.168.10.8,3644
192.168.10.8,3649
192.168.10.8,3655
192.168.10.8,3653
192.168.10.8,3657
192.168.10.8,3650
192.168.10.8,3641
192.168.10.16,54736
192.168.10.12,53694
192.168.10.12,34518
192.168.10.12,56378
192.168.10.12,36356
192.168.10.12,44712
192.168.10.12,48136
23.206.162.39,80
192.168.10.8,3658
192.168.10.8,3656
192.168.10.15,59936
192.168.10.15,60032
192.168.10.8,3495
192.168.10.8,3475
192.168.10.8,3610
192.168.10.8,3405
192.168.10.8,3332
192.168.10.8,3438
192.168.10.8,3364
192.168.10.8,3363
192.168.10.8,3493
192.168.10.8,3273
192.168.10.8,3509
192.168.10.8,3366
192.168.10.8,3317
192.168.10.8,3347
192.168.10.8,3398
192.168.10.8,3389
192.168.10.8,3391
192.168.10.8,3281
192.168.10.8,3283
192.168.10.8,3390
192.168.10.8,3490
192.168.10.8,3603
192.168.10.8,3336
192.168.10.8,3505
192.168.10.8,3339
192.168.10.8,3458
192.168.10.8,3401
192.168.10.8,3461
192.168.10.8,3378
192.168.10.8,3327
192.168.10.8,3506
192.168.10.8,3326
192.168.10.8,3565
192.168.10.8,3311
192.168.10.8,3310
192.168.10.8,3382
192.168.10.8,3384
192.168.10.8,3309
192.168.10.8,3397
192.168.10.8,3501
192.168.10.8,3323
192.168.10.8,3392
192.168.10.8,3386
192.168.10.8,3510
192.168.10.8,3291
